# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "CDS" "-p" "-g" "gene_id" "-F" "GTF" "-a" "data/reference_genome/S_aureus_CP000730.gtf" "-o" "data/processed_data/counts_files/all_samples_counts.txt" "data/processed_data/bam_files/ERR2713020.bam" "data/processed_data/bam_files/ERR2713021.bam" "data/processed_data/bam_files/ERR2713022.bam" "data/processed_data/bam_files/ERR2713023.bam" "data/processed_data/bam_files/ERR2713024.bam" "data/processed_data/bam_files/ERR2713025.bam" 
Geneid	Chr	Start	End	Strand	Length	data/processed_data/bam_files/ERR2713020.bam	data/processed_data/bam_files/ERR2713021.bam	data/processed_data/bam_files/ERR2713022.bam	data/processed_data/bam_files/ERR2713023.bam	data/processed_data/bam_files/ERR2713024.bam	data/processed_data/bam_files/ERR2713025.bam
USA300HOU_2057	CP000730.1	2182361	2182813	-	453	387	398	412	1241	672	1717
USA300HOU_2058	CP000730.1	2182809	2184956	-	2148	1679	1398	1511	5344	3089	6601
USA300HOU_2059	CP000730.1	2185393	2186160	-	768	3299	2776	2346	9589	5442	9193
USA300HOU_2060	CP000730.1	2186138	2186614	-	477	795	684	567	3087	1674	3112
USA300HOU_2061	CP000730.1	2186619	2186942	-	324	859	709	598	2790	1454	3197
USA300HOU_2062	CP000730.1	2187064	2188062	-	999	1679	1252	1244	5858	3221	6228
USA300HOU_2063	CP000730.1	2188415	2188774	-	360	1181	1050	1082	3231	1992	4570
USA300HOU_2064	CP000730.1	2188774	2188941	-	168	1631	1787	1651	1873	1232	3641
USA300HOU_2065	CP000730.1	2189029	2190174	-	1146	3090	2729	3195	4690	2581	5990
USA300HOU_2066	CP000730.1	2190243	2190599	-	357	758	582	677	1357	802	1606
USA300HOU_2067	CP000730.1	2190606	2191097	-	492	646	557	691	1220	655	1356
USA300HOU_2068	CP000730.1	2191084	2192664	-	1581	1588	1194	1475	3764	2129	4333
USA300HOU_2069	CP000730.1	2192660	2193136	-	477	410	252	300	995	492	989
USA300HOU_2070	CP000730.1	2193347	2193904	-	558	111	112	106	358	190	474
USA300HOU_2071	CP000730.1	2193927	2195951	-	2025	232	141	177	384	222	415
USA300HOU_2072	CP000730.1	2195973	2197646	-	1674	92	11	17	72	46	79
USA300HOU_2073	CP000730.1	2197673	2197780	-	108	1	1	0	4	4	5
USA300HOU_2074	CP000730.1	2197918	2200572	+	2655	144	92	81	321	206	464
USA300HOU_2075	CP000730.1	2200575	2201267	+	693	73	38	30	107	53	105
USA300HOU_2076	CP000730.1	2201642	2203159	-	1518	10901	6591	11120	149048	74291	253614
USA300HOU_2077	CP000730.1	2203679	2205034	-	1356	3238	2918	3141	7611	4218	9270
USA300HOU_2078	CP000730.1	2205052	2206119	-	1068	2026	1488	1689	5089	2957	7263
USA300HOU_2079	CP000730.1	2206437	2207636	+	1200	1846	1370	1594	3861	2253	5722
USA300HOU_2080	CP000730.1	2207906	2208040	-	135	4593	4570	4683	4308	3000	11834
USA300HOU_2081	CP000730.1	2208171	2208377	-	207	166	158	133	474	286	690
USA300HOU_2082	CP000730.1	2208392	2208682	-	291	158	130	128	491	253	688
USA300HOU_2083	CP000730.1	2208848	2210329	+	1482	1450	1254	1119	3864	2268	5453
USA300HOU_2084	CP000730.1	2210360	2211004	+	645	673	580	532	2135	1179	2821
USA300HOU_2085	CP000730.1	2211070	2211174	-	105	181	121	92	564	295	637
USA300HOU_2086	CP000730.1	2211185	2211274	-	90	121	74	75	413	219	514
USA300HOU_2087	CP000730.1	2211823	2212575	-	753	2598	1847	2490	22212	11725	28692
USA300HOU_2088	CP000730.1	2217767	2218204	+	438	255	226	240	342	220	473
USA300HOU_2089	CP000730.1	2218269	2218706	-	438	1487	1310	997	3866	2197	4437
USA300HOU_2090	CP000730.1	2218743	2220005	-	1263	3899	2908	2406	12171	6377	14160
USA300HOU_2091	CP000730.1	2220119	2220349	-	231	345	235	211	1407	729	1821
USA300HOU_2092	CP000730.1	2220914	2221315	-	402	5890	5347	5622	18683	11178	25731
USA300HOU_2093	CP000730.1	2221338	2222747	-	1410	14713	14218	14531	53993	31289	70815
USA300HOU_2094	CP000730.1	2222772	2223635	-	864	6920	6497	6403	29525	17654	35271
USA300HOU_2095	CP000730.1	2223669	2225174	-	1506	10712	9492	9226	48675	27961	58493
USA300HOU_2096	CP000730.1	2225199	2225735	-	537	3595	3453	3148	16838	9869	18423
USA300HOU_2097	CP000730.1	2225738	2226256	-	519	3369	3424	3175	15723	8852	19077
USA300HOU_2098	CP000730.1	2226457	2226666	-	210	3145	2862	2836	9913	6076	13353
USA300HOU_2099	CP000730.1	2226712	2227437	-	726	7058	6575	6794	25434	14485	31372
USA300HOU_2100	CP000730.1	2227461	2227811	-	351	3195	3083	3141	12618	7086	15419
USA300HOU_2101	CP000730.1	2227981	2229108	-	1128	6866	7592	7029	16651	9214	20329
USA300HOU_2102	CP000730.1	2229132	2229758	-	627	3569	3994	3810	7966	4211	9898
USA300HOU_2103	CP000730.1	2229789	2231024	-	1236	7644	7874	7737	19368	10142	23532
USA300HOU_2104	CP000730.1	2231054	2231575	-	522	3420	3550	3635	9845	5450	12085
USA300HOU_2105	CP000730.1	2233231	2234064	-	834	1448	1198	1391	10984	6180	16866
USA300HOU_2106	CP000730.1	2234054	2235127	-	1074	1404	1172	1345	11825	6001	15713
USA300HOU_2107	CP000730.1	2235131	2235727	-	597	902	610	683	7740	4043	9150
USA300HOU_2108	CP000730.1	2236077	2236328	-	252	3487	3542	3931	35614	21237	62050
USA300HOU_2109	CP000730.1	2236449	2237777	-	1329	2211	1790	2073	23325	13121	32066
USA300HOU_2110	CP000730.1	2238012	2239436	-	1425	13023	12984	11065	2586	1439	3189
USA300HOU_2111	CP000730.1	2239677	2240012	-	336	15689	15193	17459	8522	5263	12438
USA300HOU_2112	CP000730.1	2240101	2241357	-	1257	2689	2457	2329	5825	3143	7032
USA300HOU_2113	CP000730.1	2241826	2242683	-	858	16025	15107	15118	60164	37322	82092
USA300HOU_2114	CP000730.1	2242901	2243419	+	519	276	213	224	1172	784	1752
USA300HOU_2115	CP000730.1	2243534	2245141	-	1608	1344	919	1109	16539	9845	23164
USA300HOU_2116	CP000730.1	2245480	2246007	-	528	1560	1324	1522	12774	6663	16760
USA300HOU_2117	CP000730.1	2245976	2246116	-	141	42	23	28	54	29	54
USA300HOU_2118	CP000730.1	2246122	2246979	-	858	812	731	688	1475	761	1734
USA300HOU_2119	CP000730.1	2247403	2248203	+	801	535	392	463	3028	1416	3983
USA300HOU_2120	CP000730.1	2248339	2249007	-	669	1170	971	945	4133	2452	4947
USA300HOU_2121	CP000730.1	2249409	2250599	-	1191	1500	1458	1471	2157	1168	2122
USA300HOU_2122	CP000730.1	2250602	2251783	-	1182	972	698	727	1677	767	1436
USA300HOU_2123	CP000730.1	2252094	2252561	+	468	1534	1389	1487	1876	1254	3098
USA300HOU_2124	CP000730.1	2252719	2253066	-	348	5210	5787	5735	1139	567	1444
USA300HOU_2125	CP000730.1	2253083	2254420	-	1338	10624	11958	11449	2532	1464	3257
USA300HOU_2126	CP000730.1	2254663	2255322	-	660	3860	3942	4156	1203	687	1792
USA300HOU_2127	CP000730.1	2255637	2256344	+	708	3207	3260	3421	5106	3127	7574
USA300HOU_2128	CP000730.1	2256471	2256911	-	441	280292	285731	353565	2276	1600	5243
USA300HOU_2129	CP000730.1	2257114	2257524	-	411	2164	1902	2085	267	141	302
USA300HOU_2130	CP000730.1	2257985	2259355	-	1371	2382	2010	1855	3451	2005	4427
USA300HOU_2131	CP000730.1	2260030	2260266	-	237	226	188	151	2102	1079	2909
USA300HOU_2132	CP000730.1	2260291	2261226	-	936	889	560	562	9492	4998	12321
USA300HOU_2133	CP000730.1	2261664	2262326	-	663	2477	2721	2048	463	296	650
USA300HOU_2134	CP000730.1	2262478	2262795	+	318	1471	1717	1408	2139	1467	4234
USA300HOU_2135	CP000730.1	2262800	2263777	+	978	5243	6422	4857	5104	3095	7728
USA300HOU_2136	CP000730.1	2263846	2263941	+	96	32	20	31	23	15	58
USA300HOU_2137	CP000730.1	2264046	2265134	+	1089	2334	2133	2291	6819	4197	8115
USA300HOU_2138	CP000730.1	2265640	2265741	-	102	6930	7616	8502	4324	3191	10495
USA300HOU_2140	CP000730.1	2266431	2267564	-	1134	650	409	511	1266	542	1289
USA300HOU_2141	CP000730.1	2267853	2267942	+	90	20	8	11	37	17	51
USA300HOU_2142	CP000730.1	2268005	2268112	-	108	58	24	54	121	83	152
USA300HOU_2143	CP000730.1	2268653	2269507	-	855	5351	5315	5304	1789	1008	2330
USA300HOU_2144	CP000730.1	2269578	2270357	-	780	896	708	723	1002	497	1423
USA300HOU_2145	CP000730.1	2270592	2272412	-	1821	4457	3789	4076	10961	5399	12226
USA300HOU_2146	CP000730.1	2273075	2274610	+	1536	386	276	490	4830	3697	16559
USA300HOU_2147	CP000730.1	2274648	2276777	+	2130	1846	1715	1538	2270	1275	5864
USA300HOU_2148	CP000730.1	2276792	2277223	+	432	784	846	739	287	175	500
USA300HOU_2149	CP000730.1	2277226	2278329	+	1104	2441	2618	1996	788	381	992
USA300HOU_2151	CP000730.1	2286367	2287719	-	1353	3604	3421	3363	7154	4195	8424
USA300HOU_2152	CP000730.1	2287749	2288678	-	930	993	1068	939	2700	1545	2879
USA300HOU_2153	CP000730.1	2288683	2289489	-	807	969	944	949	2967	1772	3667
USA300HOU_2154	CP000730.1	2289681	2290586	-	906	5032	4469	4575	648	301	791
USA300HOU_2155	CP000730.1	2290812	2292011	+	1200	176	124	104	815	419	787
USA300HOU_2156	CP000730.1	2292150	2292251	+	102	36	23	14	320	116	437
USA300HOU_2157	CP000730.1	2298184	2299245	-	1062	9169	8189	9306	4077	2391	5646
USA300HOU_2158	CP000730.1	2299396	2300838	-	1443	2148	1802	2302	2159	1125	2786
USA300HOU_2159	CP000730.1	2301160	2301630	-	471	1806	1200	1617	1906	1109	2093
USA300HOU_2160	CP000730.1	2301732	2303072	-	1341	1198	1137	1121	3509	1802	4176
USA300HOU_2161	CP000730.1	2303252	2303935	-	684	2589	2329	2774	6806	3684	9679
USA300HOU_2162	CP000730.1	2303954	2305138	-	1185	5533	4540	5682	15684	8662	22605
USA300HOU_2163	CP000730.1	2305185	2305697	-	513	1575	1267	1887	5071	2954	7994
USA300HOU_2164	CP000730.1	2305874	2306131	+	258	1236	899	1086	1228	1094	5301
USA300HOU_2165	CP000730.1	2306130	2306234	-	105	32	15	26	143	58	65
USA300HOU_2166	CP000730.1	2306269	2307636	-	1368	1468	1265	1381	12592	6779	17361
USA300HOU_2167	CP000730.1	2307875	2308840	-	966	1636	1503	1482	917	540	1225
USA300HOU_2168	CP000730.1	2308840	2309868	-	1029	1285	1012	1010	731	398	747
USA300HOU_2169	CP000730.1	2309883	2310863	-	981	3807	3676	3207	1553	956	1696
USA300HOU_2170	CP000730.1	2311258	2312325	-	1068	2881	2371	2407	648	343	763
USA300HOU_2171	CP000730.1	2312335	2314089	-	1755	5448	4025	4368	848	447	1054
USA300HOU_2172	CP000730.1	2314079	2315269	-	1191	2444	1669	1859	259	129	279
USA300HOU_2173	CP000730.1	2315371	2317344	+	1974	1800	1381	1270	1341	771	1565
USA300HOU_2175	CP000730.1	2319466	2319972	-	507	90174	111233	80540	12369	7861	14689
USA300HOU_2176	CP000730.1	2320038	2320274	-	237	16914	20947	15128	2394	1481	2613
USA300HOU_2177	CP000730.1	2320290	2320835	-	546	31888	39506	28726	4620	3075	7809
USA300HOU_2178	CP000730.1	2321001	2322560	-	1560	2336	1888	2016	1292	707	1399
USA300HOU_2179	CP000730.1	2322870	2323868	-	999	3156	3239	2993	732	394	919
USA300HOU_2180	CP000730.1	2324105	2325106	-	1002	14712	14473	14973	1775	827	1942
USA300HOU_2181	CP000730.1	2325389	2326255	-	867	3332	2820	3369	838	394	768
USA300HOU_2182	CP000730.1	2326524	2327933	-	1410	228	188	180	280	182	498
USA300HOU_2183	CP000730.1	2327954	2329669	-	1716	123	66	69	151	95	159
USA300HOU_2184	CP000730.1	2329672	2329980	-	309	9	7	6	10	4	6
USA300HOU_2185	CP000730.1	2330005	2330982	-	978	34	16	22	20	15	24
USA300HOU_2186	CP000730.1	2330989	2331918	-	930	48	22	37	23	7	22
USA300HOU_2187	CP000730.1	2331934	2332446	-	513	18	6	18	10	3	20
USA300HOU_2188	CP000730.1	2332465	2332890	-	426	12	8	20	9	6	9
USA300HOU_2189	CP000730.1	2333261	2334049	-	789	391	336	329	685	369	825
USA300HOU_2190	CP000730.1	2334255	2334992	+	738	1435	1565	1246	448	327	874
USA300HOU_2192	CP000730.1	2336158	2336280	-	123	38	35	22	96	72	110
USA300HOU_2193	CP000730.1	2336503	2337348	-	846	1165	954	1350	372	228	648
USA300HOU_2194	CP000730.1	2337338	2337433	-	96	2	0	1	0	1	0
USA300HOU_2195	CP000730.1	2337421	2337834	-	414	125	85	109	71	43	77
USA300HOU_2196	CP000730.1	2338078	2338242	+	165	3	0	0	13	7	11
USA300HOU_2197	CP000730.1	2338236	2340662	+	2427	171	171	161	392	197	453
USA300HOU_2198	CP000730.1	2340728	2341579	-	852	1078	916	1158	640	392	617
USA300HOU_2199	CP000730.1	2341793	2342611	-	819	989	858	917	320	164	384
USA300HOU_2200	CP000730.1	2342899	2343321	+	423	696	640	491	40	14	38
USA300HOU_2201	CP000730.1	2343691	2344392	-	702	8179	7258	8170	141	96	238
USA300HOU_2202	CP000730.1	2344432	2346093	-	1662	18611	14046	16486	306	197	520
USA300HOU_2203	CP000730.1	2346341	2346562	+	222	45	3	9	7	7	17
USA300HOU_2204	CP000730.1	2347286	2348689	-	1404	1649	1433	1589	1675	1141	1901
USA300HOU_2205	CP000730.1	2348821	2349954	-	1134	1190	1022	1030	1292	698	1675
USA300HOU_2206	CP000730.1	2349958	2350746	-	789	1204	944	1106	1487	847	2091
USA300HOU_2207	CP000730.1	2351052	2352146	-	1095	301	194	171	375	145	382
USA300HOU_2208	CP000730.1	2352694	2353089	-	396	8029	6848	7926	42568	24128	75435
USA300HOU_2209	CP000730.1	2353106	2353540	-	435	6655	4925	5968	41852	24655	61194
USA300HOU_2210	CP000730.1	2353783	2354583	-	801	2302	1882	2274	3342	1630	3848
USA300HOU_2211	CP000730.1	2354591	2355394	-	804	1748	1366	1660	2306	1153	2636
USA300HOU_2212	CP000730.1	2355387	2356244	-	858	1951	1482	1937	2515	1239	2897
USA300HOU_2213	CP000730.1	2356244	2357050	-	807	1593	1083	1486	1923	1030	2107
USA300HOU_2214	CP000730.1	2357591	2357956	-	366	9766	10550	10107	24622	14470	38908
USA300HOU_2215	CP000730.1	2357976	2358917	-	942	26256	29086	27315	80993	44792	111591
USA300HOU_2216	CP000730.1	2358995	2359381	-	387	9159	9690	9307	28585	15216	43431
USA300HOU_2217	CP000730.1	2359408	2359770	-	363	9468	9235	9378	31270	18103	44333
USA300HOU_2218	CP000730.1	2359796	2359906	-	111	3144	3223	3326	12263	7740	14852
USA300HOU_2219	CP000730.1	2359941	2360156	-	216	6708	7107	6941	27190	15658	35408
USA300HOU_2220	CP000730.1	2360352	2360996	-	645	14250	15854	15798	66608	36049	90725
USA300HOU_2221	CP000730.1	2361016	2362305	-	1290	25243	25154	26081	114551	63495	158673
USA300HOU_2222	CP000730.1	2362308	2362745	-	438	6557	6895	7231	35528	19172	49030
USA300HOU_2223	CP000730.1	2362765	2362941	-	177	3146	3064	3114	20731	12499	27805
USA300HOU_2224	CP000730.1	2362961	2363458	-	498	6699	6992	7342	50843	27349	74259
USA300HOU_2225	CP000730.1	2363482	2363838	-	357	5230	5161	5490	42856	24062	54011
USA300HOU_2226	CP000730.1	2363872	2364405	-	534	5202	5760	5562	46776	24399	60777
USA300HOU_2227	CP000730.1	2364433	2364828	-	396	4116	4127	4327	41245	22088	49231
USA300HOU_2228	CP000730.1	2364863	2365045	-	183	2188	2247	2322	23372	13151	29925
USA300HOU_2229	CP000730.1	2365071	2365607	-	537	4607	4480	5005	51778	27776	63997
USA300HOU_2230	CP000730.1	2365637	2365951	-	315	2765	2817	3254	35052	19619	41192
USA300HOU_2231	CP000730.1	2365990	2366355	-	366	3513	3489	3715	41719	22060	52793
USA300HOU_2232	CP000730.1	2366390	2366650	-	261	2573	2562	2712	33150	17550	35978
USA300HOU_2233	CP000730.1	2366677	2366883	-	207	2042	1964	2138	26670	13433	30079
USA300HOU_2234	CP000730.1	2372444	2373775	-	1332	3556	3182	4240	50159	29814	57685
USA300HOU_2235	CP000730.1	2373891	2376023	-	2133	3769	2997	4295	6067	3632	9827
USA300HOU_2236	CP000730.1	2376052	2376144	-	93	37	29	43	77	44	85
USA300HOU_2237	CP000730.1	2376120	2377094	+	975	633	333	454	1193	803	2160
USA300HOU_2238	CP000730.1	2377278	2378138	+	861	3381	2351	3737	4492	2435	5502
USA300HOU_2239	CP000730.1	2378261	2378389	-	129	734	499	738	789	505	1190
USA300HOU_2240	CP000730.1	2378563	2379486	-	924	727	565	553	954	555	1214
USA300HOU_2241	CP000730.1	2379601	2379762	+	162	235	230	339	774	412	1173
USA300HOU_2242	CP000730.1	2380010	2380324	+	315	772	603	685	2179	1423	3039
USA300HOU_2243	CP000730.1	2380517	2383681	-	3165	4512	4133	4788	6492	3578	7317
USA300HOU_2244	CP000730.1	2383801	2385063	-	1263	2501	2039	2384	4453	2458	4485
USA300HOU_2245	CP000730.1	2385698	2386459	-	762	594	444	508	577	313	672
USA300HOU_2246	CP000730.1	2386621	2387058	+	438	48	50	49	133	49	154
USA300HOU_2247	CP000730.1	2387054	2388262	+	1209	149	160	154	395	221	496
USA300HOU_2248	CP000730.1	2388370	2388717	-	348	835	831	1079	1547	997	1990
USA300HOU_2249	CP000730.1	2388843	2389010	+	168	283	234	295	244	146	261
USA300HOU_2250	CP000730.1	2389411	2390430	-	1020	8460	8358	9405	4259	2251	4648
USA300HOU_2251	CP000730.1	2390453	2391049	-	597	3043	3143	3244	1601	777	1752
USA300HOU_2252	CP000730.1	2391059	2391289	-	231	1222	1199	1161	587	301	645
USA300HOU_2253	CP000730.1	2391298	2391741	-	444	2192	2043	2164	1236	667	1095
USA300HOU_2254	CP000730.1	2391758	2392240	-	483	2155	2119	2010	1275	648	1075
USA300HOU_2255	CP000730.1	2392240	2393496	-	1257	3632	3844	3641	2653	1323	2462
USA300HOU_2256	CP000730.1	2393559	2394050	+	492	1582	1471	1788	2408	1413	4185
USA300HOU_2257	CP000730.1	2394058	2394561	-	504	996	974	1132	862	407	961
USA300HOU_2258	CP000730.1	2394595	2395596	-	1002	2101	1829	2269	1805	905	2002
USA300HOU_2259	CP000730.1	2395769	2396371	-	603	776	639	759	1022	701	1410
USA300HOU_2260	CP000730.1	2396375	2397043	-	669	813	652	759	1122	735	1507
USA300HOU_2261	CP000730.1	2397060	2397839	-	780	1253	977	1224	1744	1100	2719
USA300HOU_2262	CP000730.1	2398129	2398923	+	795	9348	7719	9248	971	498	1286
USA300HOU_2263	CP000730.1	2399101	2399868	-	768	342	239	249	1257	748	1850
USA300HOU_2264	CP000730.1	2399943	2400494	-	552	226	134	155	932	500	1087
USA300HOU_2265	CP000730.1	2400618	2401556	-	939	287	202	214	528	294	541
USA300HOU_2266	CP000730.1	2401958	2402863	-	906	4154	3558	3876	5615	2964	4509
USA300HOU_2267	CP000730.1	2403080	2404231	-	1152	2127	2510	2048	178	113	220
USA300HOU_2268	CP000730.1	2404451	2405362	-	912	115	82	113	77	76	155
USA300HOU_2269	CP000730.1	2405613	2405912	+	300	24	16	10	7	6	6
USA300HOU_2270	CP000730.1	2405929	2406336	+	408	43	30	23	17	10	20
USA300HOU_2271	CP000730.1	2406336	2408048	+	1713	205	119	137	234	118	263
USA300HOU_2272	CP000730.1	2408064	2408513	+	450	113	98	102	82	52	99
USA300HOU_2273	CP000730.1	2408509	2409195	+	687	160	190	192	159	76	171
USA300HOU_2274	CP000730.1	2409211	2409822	+	612	287	218	312	244	158	331
USA300HOU_2275	CP000730.1	2409825	2410658	+	834	483	402	448	409	211	417
USA300HOU_2276	CP000730.1	2410853	2411197	-	345	2632	3106	2956	5979	3753	8421
USA300HOU_2277	CP000730.1	2411628	2411951	-	324	1328	1110	1687	1825	1186	3351
USA300HOU_2278	CP000730.1	2412018	2412758	-	741	478	333	557	852	547	1251
USA300HOU_2279	CP000730.1	2412787	2414739	-	1953	316	239	248	1142	689	1341
USA300HOU_2280	CP000730.1	2415349	2416149	+	801	424	414	346	7569	4501	6975
USA300HOU_2281	CP000730.1	2416172	2416411	-	240	3252	3304	3460	2466	1655	4449
USA300HOU_2282	CP000730.1	2416588	2417985	-	1398	664	660	618	3196	1768	3362
USA300HOU_2283	CP000730.1	2418083	2419162	-	1080	374	402	261	3022	1762	2668
USA300HOU_2284	CP000730.1	2419410	2419829	+	420	340	263	260	452	280	593
USA300HOU_2285	CP000730.1	2420069	2420566	+	498	80	47	45	609	324	520
USA300HOU_2286	CP000730.1	2420931	2421881	+	951	9537	9577	9635	2203	1502	4973
USA300HOU_2287	CP000730.1	2421979	2423100	-	1122	1049	853	898	3533	1974	4430
USA300HOU_2288	CP000730.1	2423414	2424187	-	774	906	688	821	5011	2758	4643
USA300HOU_2289	CP000730.1	2424212	2424442	-	231	144	114	160	888	491	651
USA300HOU_2290	CP000730.1	2424673	2425143	-	471	2330	3032	2334	2778	1641	3866
USA300HOU_2291	CP000730.1	2425146	2428097	-	2952	10022	11322	9086	19955	10156	23868
USA300HOU_2292	CP000730.1	2428702	2429655	-	954	1836	1719	1855	2182	1238	4310
USA300HOU_2293	CP000730.1	2429782	2430576	-	795	1137	1125	1199	1727	841	3279
USA300HOU_2294	CP000730.1	2430961	2431650	+	690	3681	3261	4011	1523	961	3439
USA300HOU_2296	CP000730.1	2432303	2433037	-	735	187	115	146	3275	1729	2822
USA300HOU_2297	CP000730.1	2433086	2433412	+	327	25	10	7	92	63	67
USA300HOU_2298	CP000730.1	2433860	2434729	+	870	2997	2453	2735	4373	2483	5935
USA300HOU_2299	CP000730.1	2435122	2436498	-	1377	4146	3804	4323	9898	5399	14404
USA300HOU_2300	CP000730.1	2436778	2437131	+	354	976	805	902	1616	959	2613
USA300HOU_2301	CP000730.1	2438327	2439241	-	915	184	97	109	375	252	534
USA300HOU_2302	CP000730.1	2439509	2440036	+	528	155	138	103	986	598	1533
USA300HOU_2303	CP000730.1	2440108	2441709	-	1602	2055	2068	1802	827	463	1105
USA300HOU_2304	CP000730.1	2442039	2442800	+	762	77	44	61	705	414	625
USA300HOU_2305	CP000730.1	2442864	2443367	-	504	3580	4118	3863	2148	1106	2298
USA300HOU_2306	CP000730.1	2443537	2444913	-	1377	475	355	366	1798	911	1844
USA300HOU_2307	CP000730.1	2445075	2445641	-	567	311	233	277	191	114	262
USA300HOU_2308	CP000730.1	2446131	2447009	-	879	6831	8008	6547	1068	584	1454
USA300HOU_2309	CP000730.1	2447123	2448241	-	1119	1074	806	1187	472	303	820
USA300HOU_2310	CP000730.1	2448521	2449756	-	1236	833	838	823	331	222	504
USA300HOU_2311	CP000730.1	2449759	2451417	-	1659	670	607	627	160	124	364
USA300HOU_2312	CP000730.1	2451577	2452458	+	882	163	108	100	196	140	465
USA300HOU_2313	CP000730.1	2452583	2452999	+	417	59	35	25	84	44	86
USA300HOU_2314	CP000730.1	2453261	2454193	-	933	1775	1951	1363	1010	542	1759
USA300HOU_2315	CP000730.1	2454483	2455739	+	1257	636	483	492	4698	2531	4675
USA300HOU_2316	CP000730.1	2455811	2456494	-	684	432	324	373	1230	638	1869
USA300HOU_2317	CP000730.1	2456668	2457318	+	651	1726	1416	1509	796	413	890
USA300HOU_2318	CP000730.1	2457454	2457564	-	111	44	36	24	172	66	195
USA300HOU_2319	CP000730.1	2457560	2458576	-	1017	418	354	374	2444	1309	2745
USA300HOU_2320	CP000730.1	2458609	2458932	-	324	119	84	84	935	499	1019
USA300HOU_2321	CP000730.1	2458984	2459166	-	183	19	21	19	186	73	165
USA300HOU_2322	CP000730.1	2459153	2460382	-	1230	496	395	343	1832	1018	2318
USA300HOU_2323	CP000730.1	2460378	2461274	-	897	134	85	65	1025	512	926
USA300HOU_2324	CP000730.1	2461508	2462176	-	669	272	299	239	986	523	1213
USA300HOU_2325	CP000730.1	2462551	2463156	+	606	106	99	101	261	151	437
USA300HOU_2326	CP000730.1	2463496	2464701	+	1206	998	611	684	6479	3367	8825
USA300HOU_2327	CP000730.1	2464755	2465801	-	1047	1734	1623	1494	4378	2508	5451
USA300HOU_2328	CP000730.1	2465835	2466779	-	945	698	570	582	2170	1242	2619
USA300HOU_2329	CP000730.1	2466876	2467364	+	489	1109	873	1046	565	341	787
USA300HOU_2330	CP000730.1	2467364	2467780	+	417	1354	1145	1262	651	395	966
USA300HOU_2331	CP000730.1	2467894	2468811	-	918	1153	933	966	1616	967	2580
USA300HOU_2332	CP000730.1	2469019	2469654	+	636	516	463	452	1661	1029	2192
USA300HOU_2333	CP000730.1	2469906	2471834	-	1929	376	298	314	2296	1154	3505
USA300HOU_2334	CP000730.1	2471850	2472494	-	645	84	79	57	739	387	1216
USA300HOU_2335	CP000730.1	2472493	2472615	+	123	1	0	1	0	3	1
USA300HOU_2336	CP000730.1	2472615	2473163	+	549	362	249	190	804	455	756
USA300HOU_2337	CP000730.1	2473399	2474604	-	1206	563	388	388	1641	810	1850
USA300HOU_2338	CP000730.1	2474876	2476255	-	1380	538	451	413	3813	1809	3219
USA300HOU_2339	CP000730.1	2476498	2476950	-	453	1406	1449	1431	2600	1599	3886
USA300HOU_2340	CP000730.1	2477145	2478110	+	966	1367	1331	1263	2475	1541	3337
USA300HOU_2342	CP000730.1	2479187	2479849	-	663	80	51	66	282	158	562
USA300HOU_2343	CP000730.1	2479852	2480904	-	1053	117	66	65	447	298	865
USA300HOU_2344	CP000730.1	2481040	2481711	+	672	217	131	136	341	189	430
USA300HOU_2345	CP000730.1	2481707	2483077	+	1371	929	801	810	1401	819	1913
USA300HOU_2346	CP000730.1	2483243	2483683	+	441	271	279	237	653	489	1585
USA300HOU_2347	CP000730.1	2483683	2484135	+	453	372	241	243	549	424	1015
USA300HOU_2348	CP000730.1	2484207	2485739	-	1533	5971	5522	5658	4271	2106	5514
USA300HOU_2349	CP000730.1	2486066	2487661	-	1596	1175	875	2338	18470	15863	57385
USA300HOU_2350	CP000730.1	2487978	2489648	+	1671	1769	1525	1552	3248	1902	4996
USA300HOU_2351	CP000730.1	2489807	2490433	-	627	1856	2228	1618	1410	862	2525
USA300HOU_2352	CP000730.1	2490750	2491262	-	513	333	319	220	129	64	157
USA300HOU_2353	CP000730.1	2491453	2492454	+	1002	3150	2548	2984	1666	835	1807
USA300HOU_2354	CP000730.1	2492506	2492904	-	399	1425	1260	928	217	113	211
USA300HOU_2355	CP000730.1	2492943	2493974	-	1032	3981	3495	3219	599	266	516
USA300HOU_2356	CP000730.1	2493988	2494101	-	114	2	2	0	2	0	0
USA300HOU_2357	CP000730.1	2494209	2494637	-	429	386	318	366	868	530	1493
USA300HOU_2358	CP000730.1	2494689	2494778	+	90	3	5	3	7	5	11
USA300HOU_2359	CP000730.1	2494847	2496121	-	1275	145	65	124	910	440	1428
USA300HOU_2360	CP000730.1	2496282	2496902	+	621	478	337	456	1314	833	2242
USA300HOU_2361	CP000730.1	2496951	2497892	+	942	793	545	689	2327	1408	3417
USA300HOU_2362	CP000730.1	2497984	2499423	-	1440	1238	1307	1189	2956	1892	5474
USA300HOU_2363	CP000730.1	2499606	2499986	+	381	1763	1589	1630	1441	827	2096
USA300HOU_2364	CP000730.1	2501477	2503579	+	2103	2618	2115	2467	2137	1201	2733
USA300HOU_2365	CP000730.1	2504340	2504693	+	354	132	87	82	1215	787	1341
